GeneID	Length
Bra036425	441
Bra036426	2115
Bra036427	612
Bra036428	1236
Bra036429	897
Bra036430	1971
Bra036431	837
Bra036432	1917
Bra036433	453
Bra036434	822
Bra036435	843
Bra036436	828
Bra036437	1341
Bra036438	1812
Bra036439	1323
Bra036440	561
Bra036441	1191
Bra036442	846
Bra036443	3072
Bra036444	876
Bra036445	954
Bra036446	798
Bra036447	1566
Bra036448	1182
Bra036449	1497
Bra036450	969
Bra036451	435
Bra036452	4317
Bra036453	471
Bra036454	309
Bra036455	1017
Bra036456	399
Bra036457	795
Bra036458	504
Bra036459	1110
Bra036460	4467
Bra036461	2223
Bra036462	1326
Bra036463	2967
Bra036464	1893
Bra036465	1440
Bra036466	1449
Bra036467	1758
Bra036468	660
Bra036469	1047
Bra036470	1266
Bra036471	552
Bra036472	2055
Bra036473	3618
Bra036474	195
Bra036475	195
Bra036476	1248
Bra036477	849
Bra036478	1389
Bra036479	624
Bra036480	1275
Bra036481	222
Bra036482	1305
Bra036483	939
Bra036486	741
Bra036488	2502
Bra036489	399
Bra036490	1362
Bra036491	1671
Bra036492	894
Bra036493	1272
Bra036494	870
Bra036495	762
Bra036496	1458
Bra036497	735
Bra036498	645
Bra036499	798
Bra036500	633
Bra036501	1155
Bra036502	1581
Bra036503	492
Bra036504	693
Bra036505	1470
Bra036506	939
Bra036507	831
Bra036508	330
Bra036509	351
Bra036510	1350
Bra036511	756
Bra036512	1743
Bra036513	984
Bra036514	978
Bra036515	990
Bra036516	894
Bra036517	1494
Bra036518	912
Bra036519	336
Bra036520	1338
Bra036521	1194
Bra036522	1563
Bra036523	4212
Bra036524	1659
Bra036525	327
Bra036526	462
Bra036527	690
Bra036528	1038
Bra036529	858
Bra036530	2808
Bra036531	666
Bra036532	534
Bra036533	1491
Bra036534	2007
Bra036535	765
Bra036536	540
Bra036537	372
Bra036538	1092
Bra036539	591
Bra036540	576
Bra036541	243
Bra036542	1851
Bra036543	552
Bra036544	2964
Bra036545	2079
Bra036546	1164
Bra036547	1326
Bra036548	1710
Bra036549	573
Bra036550	1038
Bra036551	1371
Bra036552	654
Bra036553	261
Bra036554	1851
Bra036555	954
Bra036556	525
Bra036557	528
Bra036558	471
Bra036559	570
Bra036560	561
Bra036561	507
Bra036562	579
Bra036563	477
Bra036564	1455
Bra036565	663
Bra036566	516
Bra036567	1002
Bra036568	774
Bra036569	864
Bra036570	666
Bra036571	885
Bra036572	1035
Bra036573	1053
Bra036574	357
Bra036575	1599
Bra036576	156
Bra036577	3555
Bra036578	246
Bra036579	405
Bra036580	630
Bra036581	237
Bra036582	2232
Bra036583	276
Bra036584	441
Bra036585	2166
Bra036586	654
Bra036587	1251
Bra036588	1008
Bra036589	261
Bra036590	741
Bra036591	906
Bra036592	366
Bra036593	1221
Bra036594	1008
Bra036595	336
Bra036596	2124
Bra036597	2949
Bra036598	2445
Bra036599	1770
Bra036600	312
Bra036601	1176
Bra036602	1230
Bra036603	285
Bra036604	2364
Bra036605	654
Bra036606	1122
Bra036607	1920
Bra036608	795
Bra036609	1206
Bra036610	2106
Bra036611	564
Bra036612	903
Bra036613	255
Bra036614	243
Bra036615	390
Bra036616	1005
Bra036617	351
Bra036618	249
Bra036619	456
Bra036620	3093
Bra036621	996
Bra036622	1011
Bra036623	2328
Bra036624	1926
Bra036625	963
Bra036626	1335
Bra036627	417
Bra036628	2352
Bra036629	1434
Bra036630	1149
Bra036631	1053
Bra036632	231
Bra036633	972
Bra036634	408
Bra036635	2109
Bra036636	885
Bra036637	1056
Bra036638	723
Bra036639	372
Bra036640	726
Bra036641	357
Bra036642	660
Bra036643	336
Bra036645	969
Bra036646	4440
Bra036647	1218
Bra036648	1662
Bra036649	1176
Bra036650	1458
Bra036651	1608
Bra036652	1797
Bra036653	1968
Bra036654	279
Bra036655	309
Bra036656	1278
Bra036657	486
Bra036658	1392
Bra036659	1350
Bra036660	660
Bra036661	1173
Bra036662	735
Bra036663	240
Bra036664	606
Bra036665	1986
Bra036666	273
Bra036667	573
Bra036668	1161
Bra036669	621
Bra036670	1137
Bra036671	1518
Bra036672	1470
Bra036673	1437
Bra036674	1242
Bra036675	261
Bra036676	165
Bra036677	1278
Bra036678	573
Bra036679	990
Bra036680	1800
Bra036681	1683
Bra036682	4320
Bra036683	1416
Bra036684	1440
Bra036685	2928
Bra036686	1086
Bra036687	2211
Bra036688	4338
Bra036689	984
Bra036690	1548
Bra036691	324
Bra036692	4305
Bra036693	2931
Bra036694	453
Bra036695	978
Bra036696	522
Bra036697	2151
Bra036698	1731
Bra036699	1500
Bra036700	639
Bra036701	954
Bra036702	432
Bra036703	1179
Bra036704	1146
Bra036705	405
Bra036706	864
Bra036707	396
Bra036708	432
Bra036709	360
Bra036710	432
Bra036711	441
Bra036712	1428
Bra036713	1146
Bra036714	1974
Bra036715	1191
Bra036716	858
Bra036717	1443
Bra036718	1434
Bra036719	1509
Bra036720	1110
Bra036721	1314
Bra036722	1512
Bra036723	1428
Bra036724	1575
Bra036725	312
Bra036726	1626
Bra036727	534
Bra036728	2448
Bra036729	1191
Bra036730	969
Bra036731	1893
Bra036732	660
Bra036733	1155
Bra036734	2058
Bra036735	186
Bra036736	1533
Bra036737	2184
Bra036738	1041
Bra036739	516
Bra036740	1419
Bra036741	417
Bra036742	702
Bra036743	720
Bra036744	1644
Bra036745	1701
Bra036746	1440
Bra036747	2487
Bra036748	492
Bra036749	1704
Bra036750	1476
Bra036751	3306
Bra036752	1554
Bra036753	1821
Bra036754	861
Bra036755	1695
Bra036756	348
Bra036757	711
Bra036758	981
Bra036759	273
Bra036760	720
Bra036761	1656
Bra036762	984
Bra036763	612
Bra036764	954
Bra036765	288
Bra036766	1161
Bra036767	375
Bra036768	585
Bra036769	858
Bra036770	537
Bra036771	6702
Bra036772	189
Bra036773	1215
Bra036774	1773
Bra036775	483
Bra036776	915
Bra036777	585
Bra036778	3090
Bra036779	711
Bra036780	1233
Bra036781	891
Bra036782	1239
Bra036783	435
Bra036784	339
Bra036785	2316
Bra036786	2316
Bra036787	2082
Bra036788	351
Bra036789	366
Bra036790	3669
Bra036791	5985
Bra036792	1359
Bra036793	561
Bra036794	2235
Bra036795	2676
Bra036796	948
Bra036797	1755
Bra036798	1245
Bra036799	3597
Bra036800	1626
Bra036801	696
Bra036802	399
Bra036803	1674
Bra036804	789
Bra036805	963
Bra036806	1014
Bra036807	672
Bra036808	351
Bra036809	744
Bra036810	825
Bra036811	1035
Bra036812	465
Bra036813	1500
Bra036814	1452
Bra036815	1629
Bra036816	267
Bra036817	1599
Bra036818	2382
Bra036819	594
Bra036820	549
Bra036821	1923
Bra036822	1095
Bra036823	1359
Bra036824	753
Bra036825	336
Bra036826	873
Bra036827	1320
Bra036828	1077
Bra036829	591
Bra036830	318
Bra036831	645
Bra036832	1491
Bra036833	1083
Bra036834	3021
Bra036835	2079
Bra036836	3828
Bra036837	2745
Bra036838	714
Bra036839	345
Bra036840	669
Bra036841	960
Bra036842	1014
Bra036843	405
Bra036844	693
Bra036845	3876
Bra036846	1617
Bra036847	813
Bra036848	762
Bra036849	705
Bra036850	1248
Bra036851	483
Bra036852	660
Bra036853	828
Bra036854	870
Bra036855	273
Bra036856	672
Bra036857	465
Bra036858	1725
Bra036859	609
Bra036860	378
Bra036861	375
Bra036862	447
Bra036863	1224
Bra036864	1023
Bra036865	2583
Bra036866	1131
Bra036867	2049
Bra036868	1473
Bra036869	504
Bra036870	825
Bra036871	2580
Bra036872	2343
Bra036873	2505
Bra036874	2490
Bra036875	2454
Bra036876	1482
Bra036877	1065
Bra036878	552
Bra036879	945
Bra036880	669
Bra036881	1167
Bra036882	1398
Bra036883	576
Bra036884	588
Bra036885	960
Bra036886	897
Bra036887	351
Bra036888	345
Bra036889	369
Bra036890	570
Bra036891	720
Bra036892	1407
Bra036893	573
Bra036894	1074
Bra036895	1158
Bra036896	645
Bra036897	1452
Bra036898	1101
Bra036899	4683
Bra036900	1938
Bra036901	1263
Bra036902	1230
Bra036903	1707
Bra036904	615
Bra036905	441
Bra036906	321
Bra036907	1902
Bra036908	645
Bra036909	522
Bra036910	960
Bra036911	456
Bra036912	1335
Bra036913	1008
Bra036914	984
Bra036915	939
Bra036916	1950
Bra036917	1155
Bra036918	2307
Bra036919	330
Bra036920	1140
Bra036921	1530
Bra036922	726
Bra036923	1983
Bra036924	549
Bra036925	1215
Bra036926	1497
Bra036927	1770
Bra036928	1455
Bra036929	342
Bra036930	486
Bra036931	2229
Bra036932	1074
Bra036933	234
Bra036934	639
Bra036935	831
Bra036936	1365
Bra036937	1869
Bra036938	774
Bra036939	1431
Bra036940	549
Bra036941	1236
Bra036942	1050
Bra036943	858
Bra036944	300
Bra036945	1125
Bra036946	882
Bra036947	672
Bra036948	1605
Bra036949	447
Bra036950	798
Bra036951	594
Bra036952	750
Bra036953	339
Bra036954	1134
Bra036955	1248
Bra036956	660
Bra036957	594
Bra036958	648
Bra036959	234
Bra036960	567
Bra036961	351
Bra036962	594
Bra036963	786
Bra036964	828
Bra036965	1356
Bra036966	579
Bra036967	948
Bra036968	834
Bra036969	1053
Bra036970	1086
Bra036971	813
Bra036972	1125
Bra036973	864
Bra036974	4998
Bra036975	822
Bra036976	348
Bra036977	2367
Bra036978	1158
Bra036979	1281
Bra036980	174
Bra036981	492
Bra036982	225
Bra036983	903
Bra036984	489
Bra036985	1020
Bra036986	492
Bra036987	513
Bra036988	492
Bra036989	972
Bra036990	192
Bra036991	2424
Bra036992	2070
Bra036993	561
Bra036994	2226
Bra036995	2583
Bra036996	861
Bra036997	1689
Bra036998	1719
Bra036999	369
Bra037000	1344
Bra037001	966
Bra037002	930
Bra037003	294
Bra037004	726
Bra037005	1434
Bra037006	1440
Bra037007	915
Bra037008	1110
Bra037009	1008
Bra037010	1956
Bra037011	1260
Bra037012	675
Bra037013	1827
Bra037014	2961
Bra037015	303
Bra037016	4521
Bra037017	915
Bra037018	1182
Bra037019	1410
Bra037020	1512
Bra037021	954
Bra037022	1110
Bra037023	1302
Bra037024	633
Bra037026	2067
Bra037027	1068
Bra037028	426
Bra037029	1440
Bra037030	777
Bra037031	1314
Bra037032	789
Bra037033	981
Bra037034	504
Bra037035	4170
Bra037036	429
Bra037037	942
Bra037038	267
Bra037039	486
Bra037040	573
Bra037041	708
Bra037042	1473
Bra037043	1950
Bra037044	546
Bra037045	2691
Bra037046	396
Bra037047	324
Bra037048	264
Bra037049	1938
Bra037050	840
Bra037051	2742
Bra037052	249
Bra037053	1980
Bra037054	192
Bra037055	747
Bra037056	453
Bra037057	1440
Bra037058	621
Bra037059	861
Bra037060	3477
Bra037061	240
Bra037062	2385
Bra037063	2310
Bra037064	2025
Bra037065	726
Bra037066	837
Bra037067	1095
Bra037068	615
Bra037069	645
Bra037070	1566
Bra037071	1992
Bra037072	648
Bra037073	648
Bra037074	693
Bra037075	654
Bra037076	3036
Bra037077	585
Bra037078	3351
Bra037079	732
Bra037080	408
Bra037081	558
Bra037082	477
Bra037083	234
Bra037084	786
Bra037085	927
Bra037086	7191
Bra037087	2451
Bra037088	4188
Bra037089	555
Bra037090	1887
Bra037091	1173
Bra037092	1491
Bra037093	1161
Bra037094	948
Bra037095	1068
Bra037096	1194
Bra037097	1464
Bra037098	2184
Bra037099	243
Bra037100	738
Bra037101	441
Bra037102	531
Bra037103	702
Bra037104	486
Bra037105	594
Bra037106	1299
Bra037107	300
Bra037108	297
Bra037109	1005
Bra037110	195
Bra037111	516
Bra037112	2277
Bra037113	2169
Bra037114	177
Bra037115	2301
Bra037116	849
Bra037117	2205
Bra037118	1839
Bra037119	2331
Bra037120	1581
Bra037121	249
Bra037122	1374
Bra037123	2415
Bra037124	540
Bra037125	1113
Bra037126	1359
Bra037127	384
Bra037128	618
Bra037129	1413
Bra037130	2706
Bra037131	264
Bra037132	906
Bra037133	2379
Bra037134	2580
Bra037135	639
Bra037136	654
Bra037137	1626
Bra037138	150
Bra037139	2454
Bra037140	1035
Bra037141	1266
Bra037142	1185
Bra037143	270
Bra037144	603
Bra037145	1389
Bra037146	591
Bra037147	255
Bra037148	504
Bra037149	588
Bra037150	3600
Bra037151	1479
Bra037152	1191
Bra037153	267
Bra037154	678
Bra037155	1341
Bra037156	1308
Bra037157	1215
Bra037158	957
Bra037159	1551
Bra037160	1173
Bra037161	1773
Bra037162	552
Bra037163	468
Bra037164	999
Bra037165	606
Bra037166	1581
Bra037167	636
Bra037168	1371
Bra037169	2112
Bra037170	657
Bra037171	756
Bra037172	636
Bra037173	1038
Bra037174	405
Bra037175	930
Bra037176	1014
Bra037177	435
Bra037178	303
Bra037179	543
Bra037180	969
Bra037181	1617
Bra037182	1092
Bra037183	3456
Bra037184	1701
Bra037185	1323
Bra037186	1674
Bra037187	864
Bra037188	582
Bra037189	921
Bra037190	729
Bra037191	375
Bra037192	1683
Bra037193	1833
Bra037194	1176
Bra037195	3795
Bra037196	765
Bra037197	1512
Bra037198	564
Bra037199	1410
Bra037200	504
Bra037201	1599
Bra037202	1410
Bra037203	768
Bra037204	765
Bra037205	1092
Bra037206	1224
Bra037207	1206
Bra037208	5061
Bra037209	264
Bra037210	1857
Bra037211	627
Bra037212	2445
Bra037213	5733
Bra037214	1584
Bra037215	1641
Bra037216	1260
Bra037217	1146
Bra037218	1503
Bra037219	1509
Bra037220	2751
Bra037221	714
Bra037222	351
Bra037223	531
Bra037224	798
Bra037225	2169
Bra037226	996
Bra037227	306
Bra037228	1212
Bra037229	660
Bra037230	1326
Bra037231	747
Bra037232	2214
Bra037233	576
Bra037234	1107
Bra037235	507
Bra037236	1404
Bra037237	1971
Bra037238	2463
Bra037239	1299
Bra037240	486
Bra037241	753
Bra037242	474
Bra037243	327
Bra037244	300
Bra037245	936
Bra037246	11328
Bra037247	465
Bra037248	594
Bra037249	852
Bra037250	1089
Bra037251	423
Bra037252	1056
Bra037253	1155
Bra037254	2949
Bra037255	450
Bra037256	375
Bra037257	246
Bra037258	1731
Bra037259	1710
Bra037260	867
Bra037261	390
Bra037262	1386
Bra037263	210
Bra037264	993
Bra037265	1230
Bra037266	723
Bra037267	2805
Bra037268	1182
Bra037269	264
Bra037270	1779
Bra037271	1548
Bra037272	1617
Bra037273	1551
Bra037274	1005
Bra037275	951
Bra037276	312
Bra037277	1656
Bra037278	1113
Bra037279	1794
Bra037280	1233
Bra037281	1629
Bra037282	1401
Bra037283	840
Bra037284	1860
Bra037285	1131
Bra037286	2688
Bra037287	1101
Bra037288	576
Bra037289	1242
Bra037290	720
Bra037291	1545
Bra037292	543
Bra037293	414
Bra037294	1488
Bra037295	885
Bra037296	516
Bra037297	756
Bra037298	1476
Bra037299	5610
Bra037300	222
Bra037301	705
Bra037302	1407
Bra037303	1344
Bra037304	1371
Bra037305	1713
Bra037306	903
Bra037307	1188
Bra037308	4110
Bra037309	618
Bra037310	195
Bra037311	648
Bra037312	630
Bra037313	636
Bra037314	1284
Bra037315	1293
Bra037316	753
Bra037317	1668
Bra037319	1689
Bra037320	717
Bra037321	951
Bra037322	669
Bra037323	675
Bra037324	441
Bra037325	1155
Bra037326	2268
Bra037327	1404
Bra037328	1317
Bra037329	2169
Bra037330	906
Bra037331	1215
Bra037332	363
Bra037333	330
Bra037334	2481
Bra037335	1542
Bra037336	1680
Bra037337	1605
Bra037338	1503
Bra037339	612
Bra037340	2406
Bra037341	6627
Bra037342	1434
Bra037343	2136
Bra037344	1626
Bra037345	1239
Bra037346	1446
Bra037347	1764
Bra037348	258
Bra037349	987
Bra037350	1053
Bra037351	1533
Bra037352	846
Bra037353	1455
Bra037354	1431
Bra037355	2373
Bra037356	2079
Bra037357	1047
Bra037358	867
Bra037359	984
Bra037360	1038
Bra037361	873
Bra037362	1401
Bra037363	1239
Bra037364	3654
Bra037365	1020
Bra037366	1056
Bra037367	1506
Bra037368	897
Bra037369	732
Bra037370	273
Bra037371	1602
Bra037372	780
Bra037373	924
Bra037374	945
Bra037375	1695
Bra037376	441
Bra037377	546
Bra037378	3039
Bra037379	1896
Bra037380	489
Bra037381	894
Bra037382	1104
Bra037383	1053
Bra037384	690
Bra037385	1299
Bra037386	1446
Bra037387	288
Bra037388	234
Bra037389	1377
Bra037390	1974
Bra037391	2721
Bra037392	354
Bra037393	1260
Bra037394	2664
Bra037395	516
Bra037396	1395
Bra037397	1539
Bra037398	972
Bra037399	867
Bra037400	1677
Bra037401	897
Bra037402	1416
Bra037403	750
Bra037404	3165
Bra037405	408
Bra037406	279
Bra037407	813
Bra037408	1293
Bra037409	342
Bra037410	5730
Bra037411	861
Bra037412	696
Bra037413	1092
Bra037414	936
Bra037415	759
Bra037416	645
Bra037417	933
Bra037418	732
Bra037419	1032
Bra037420	204
Bra037421	384
Bra037422	495
Bra037423	2802
Bra037424	426
Bra037425	477
Bra037426	696
Bra037427	822
Bra037428	1176
Bra037429	1335
Bra037430	582
Bra037431	1275
Bra037432	2424
Bra037433	534
Bra037434	786
Bra037435	1506
Bra037436	411
Bra037437	1143
Bra037438	1080
Bra037439	3255
Bra037440	1566
Bra037441	243
Bra037442	660
Bra037443	924
Bra037444	2304
Bra037445	1713
Bra037446	465
Bra037447	243
Bra037448	2556
Bra037449	168
Bra037450	351
Bra037451	2502
Bra037452	2019
Bra037453	3261
Bra037454	2037
Bra037455	519
Bra037456	921
Bra037457	954
Bra037458	1521
Bra037459	624
Bra037460	1863
Bra037461	417
Bra037462	954
Bra037463	2700
Bra037464	1608
Bra037465	912
Bra037466	1242
Bra037467	735
Bra037468	2592
Bra037469	654
Bra037470	660
Bra037471	612
Bra037472	1473
Bra037473	630
Bra037474	1344
Bra037475	1023
Bra037476	492
Bra037477	1722
Bra037478	1473
Bra037479	585
Bra037480	786
Bra037481	705
Bra037482	1953
Bra037483	492
Bra037484	498
Bra037485	591
Bra037486	2310
Bra037487	2436
Bra037488	2811
Bra037489	1644
Bra037490	1407
Bra037491	2424
Bra037492	1554
Bra037493	942
Bra037494	4632
Bra037495	1539
Bra037496	300
Bra037497	549
Bra037498	972
Bra037499	1038
Bra037500	942
Bra037501	1278
Bra037502	1149
Bra037503	492
Bra037504	441
Bra037505	300
Bra037506	969
Bra037507	594
Bra037508	474
Bra037509	2595
Bra037510	1698
Bra037511	1119
Bra037512	3195
Bra037513	1284
Bra037514	1359
Bra037515	1080
Bra037516	672
Bra037517	1152
Bra037518	2661
Bra037519	504
Bra037520	2769
Bra037521	1527
Bra037522	297
Bra037523	1305
Bra037524	618
Bra037525	1296
Bra037526	807
Bra037527	513
Bra037528	3090
Bra037529	1968
Bra037530	744
Bra037531	1002
Bra037532	351
Bra037533	1167
Bra037534	1059
Bra037535	1044
Bra037536	3402
Bra037537	975
Bra037538	1212
Bra037539	1785
Bra037540	390
Bra037541	5289
Bra037542	183
Bra037543	2523
Bra037544	1029
Bra037545	1119
Bra037546	354
Bra037548	357
Bra037549	276
Bra037550	1428
Bra037551	1557
Bra037552	450
Bra037553	1068
Bra037554	2493
Bra037555	1590
Bra037556	1263
Bra037557	549
Bra037558	882
Bra037559	459
Bra037560	1062
Bra037561	675
Bra037562	630
Bra037563	1188
Bra037564	1773
Bra037565	1839
Bra037566	339
Bra037567	288
Bra037568	1242
Bra037569	654
Bra037570	1983
Bra037571	1029
Bra037572	1917
Bra037573	663
Bra037574	1701
Bra037575	546
Bra037576	654
Bra037577	495
Bra037578	585
Bra037579	858
Bra037580	1500
Bra037581	3972
Bra037582	228
Bra037583	2553
Bra037584	321
Bra037585	903
Bra037586	2454
Bra037587	1029
Bra037588	864
Bra037589	237
Bra037590	2094
Bra037591	546
Bra037592	3744
Bra037593	1140
Bra037594	675
Bra037595	225
Bra037596	1932
Bra037597	1368
Bra037598	195
Bra037599	3279
Bra037600	210
Bra037601	4611
Bra037602	183
Bra037603	3045
Bra037604	2313
Bra037605	552
Bra037606	1926
Bra037607	1611
Bra037608	765
Bra037609	591
Bra037610	2454
Bra037611	663
Bra037612	1461
Bra037613	1665
Bra037614	879
Bra037615	735
Bra037616	819
Bra037617	468
Bra037618	2298
Bra037619	246
Bra037620	813
Bra037621	282
Bra037622	168
Bra037623	1707
Bra037624	405
Bra037625	1626
Bra037626	1641
Bra037627	306
Bra037628	435
Bra037629	267
Bra037630	708
Bra037631	1947
Bra037632	444
Bra037633	504
Bra037634	630
Bra037635	801
Bra037636	462
Bra037637	546
Bra037638	606
Bra037639	285
Bra037640	420
Bra037641	627
Bra037642	741
Bra037643	1857
Bra037644	411
Bra037645	1245
Bra037646	1275
Bra037647	2412
Bra037648	1470
Bra037649	357
Bra037650	228
Bra037651	1524
Bra037652	1224
Bra037653	768
Bra037654	744
Bra037655	735
Bra037656	399
Bra037657	1428
Bra037658	543
Bra037659	1293
Bra037660	1659
Bra037661	1428
Bra037662	1179
Bra037663	774
Bra037664	1788
Bra037665	729
Bra037666	2019
Bra037667	402
Bra037668	249
Bra037669	1521
Bra037670	657
Bra037671	1023
Bra037672	390
Bra037673	1023
Bra037674	684
Bra037675	681
Bra037676	1185
Bra037677	1104
Bra037678	1167
Bra037679	978
Bra037680	1491
Bra037681	588
Bra037682	1170
Bra037683	507
Bra037684	492
Bra037685	519
Bra037686	507
Bra037687	447
Bra037688	1983
Bra037689	1584
Bra037690	450
Bra037691	1194
Bra037692	177
Bra037693	450
Bra037694	369
Bra037695	747
Bra037696	327
Bra037697	2208
Bra037698	831
Bra037699	783
Bra037700	1806
Bra037701	651
Bra037702	270
Bra037703	255
Bra037704	495
Bra037705	297
Bra037706	294
Bra037707	288
Bra037708	849
Bra037709	291
Bra037710	288
Bra037711	2400
Bra037712	2064
Bra037713	1008
Bra037714	210
Bra037715	846
Bra037716	1044
Bra037717	342
Bra037718	522
Bra037719	1527
Bra037720	1056
Bra037721	390
Bra037722	510
Bra037723	603
Bra037724	246
Bra037725	1419
Bra037726	408
Bra037727	1851
Bra037728	1233
Bra037729	1233
Bra037730	4614
Bra037731	2631
Bra037732	915
Bra037733	1209
Bra037734	903
Bra037735	285
Bra037736	855
Bra037737	1212
Bra037738	477
Bra037739	1551
Bra037740	336
Bra037741	1458
Bra037742	1221
Bra037743	834
Bra037744	546
Bra037745	420
Bra037746	1497
Bra037747	945
Bra037748	1407
Bra037749	564
Bra037750	1533
Bra037751	1680
Bra037752	1503
Bra037753	999
Bra037754	2526
Bra037755	1251
Bra037756	1224
Bra037757	1395
Bra037758	1731
Bra037759	573
Bra037760	1077
Bra037761	507
Bra037762	1269
Bra037763	1284
Bra037764	354
Bra037765	195
Bra037766	777
Bra037767	432
Bra037768	888
Bra037769	3087
Bra037770	3807
Bra037771	1692
Bra037772	1557
Bra037773	2214
Bra037774	819
Bra037775	339
Bra037776	1227
Bra037777	435
Bra037778	1671
Bra037779	567
Bra037780	1683
Bra037781	1155
Bra037782	2331
Bra037783	1527
Bra037784	1317
Bra037785	531
Bra037786	765
Bra037787	483
Bra037788	837
Bra037789	297
Bra037790	1254
Bra037791	1065
Bra037792	471
Bra037793	3252
Bra037794	1146
Bra037795	1458
Bra037796	507
Bra037797	1029
Bra037798	426
Bra037799	1668
Bra037800	909
Bra037801	219
Bra037802	594
Bra037803	978
Bra037804	2043
Bra037805	888
Bra037806	960
Bra037807	303
Bra037808	222
Bra037809	1179
Bra037810	678
Bra037811	438
Bra037812	747
Bra037813	183
Bra037814	1452
Bra037815	777
Bra037816	729
Bra037817	849
Bra037818	750
Bra037819	2397
Bra037820	594
Bra037821	1449
Bra037822	855
Bra037823	426
Bra037824	588
Bra037825	2970
Bra037826	1374
Bra037827	3039
Bra037828	945
Bra037829	1320
Bra037830	747
Bra037831	822
Bra037832	792
Bra037833	1332
Bra037834	282
Bra037835	546
Bra037836	285
Bra037837	297
Bra037838	228
Bra037839	885
Bra037841	555
Bra037842	1521
Bra037843	342
Bra037844	831
Bra037845	696
Bra037846	1581
Bra037847	711
Bra037848	876
Bra037849	990
Bra037850	2712
Bra037851	333
Bra037852	1374
Bra037853	1332
Bra037854	1440
Bra037855	921
Bra037856	465
Bra037857	756
Bra037858	252
Bra037859	1068
Bra037860	1800
Bra037861	417
Bra037862	1725
Bra037863	2121
Bra037864	669
Bra037865	453
Bra037866	1218
Bra037867	279
Bra037868	258
Bra037869	813
Bra037870	615
Bra037871	177
Bra037872	1683
Bra037873	324
Bra037874	1005
Bra037875	666
Bra037876	288
Bra037877	1059
Bra037878	981
Bra037879	1053
Bra037880	2043
Bra037881	1215
Bra037882	3303
Bra037883	663
Bra037884	564
Bra037885	240
Bra037886	408
Bra037887	1494
Bra037888	573
Bra037889	264
Bra037890	1203
Bra037891	1050
Bra037892	942
Bra037893	1164
Bra037894	1011
Bra037895	693
Bra037896	2799
Bra037897	276
Bra037898	348
Bra037899	1854
Bra037900	456
Bra037901	303
Bra037902	768
Bra037903	1371
Bra037904	771
Bra037905	312
Bra037906	2343
Bra037907	495
Bra037908	561
Bra037909	540
Bra037910	1542
Bra037911	1428
Bra037912	1491
Bra037913	846
Bra037914	1029
Bra037915	807
Bra037916	1878
Bra037917	585
Bra037918	216
Bra037919	549
Bra037920	639
Bra037921	1056
Bra037922	612
Bra037923	996
Bra037924	1713
Bra037925	2358
Bra037926	672
Bra037927	225
Bra037928	1161
Bra037929	681
Bra037930	558
Bra037931	1596
Bra037932	1728
Bra037933	2205
Bra037934	627
Bra037935	3063
Bra037936	1059
Bra037937	831
Bra037938	1260
Bra037939	1494
Bra037940	1101
Bra037941	1395
Bra037942	417
Bra037943	567
Bra037944	1590
Bra037945	1626
Bra037946	729
Bra037947	750
Bra037948	2160
Bra037949	444
Bra037950	363
Bra037951	2085
Bra037952	2823
Bra037953	2223
Bra037954	1152
Bra037955	1185
Bra037956	1326
Bra037957	1152
Bra037958	792
Bra037959	219
Bra037960	906
Bra037961	378
Bra037962	1266
Bra037963	441
Bra037964	693
Bra037965	375
Bra037966	2091
Bra037967	1176
Bra037968	768
Bra037969	1785
Bra037970	1095
Bra037971	669
Bra037972	861
Bra037973	204
Bra037974	258
Bra037975	435
Bra037976	1626
Bra037977	1239
Bra037978	2229
Bra037979	246
Bra037980	1728
Bra037981	819
Bra037982	2286
Bra037983	423
Bra037984	432
Bra037985	561
Bra037986	567
Bra037987	567
Bra037988	591
Bra037989	1308
Bra037990	624
Bra037991	744
Bra037992	2166
Bra037993	180
Bra037994	609
Bra037995	6459
Bra037996	390
Bra037997	1371
Bra037998	915
Bra037999	873
Bra038000	2244
Bra038001	1668
Bra038002	1332
Bra038003	636
Bra038004	285
Bra038005	1812
Bra038006	1965
Bra038007	2358
Bra038008	1410
Bra038009	561
Bra038010	975
Bra038011	486
Bra038012	3177
Bra038013	528
Bra038014	1323
Bra038015	1830
Bra038016	468
Bra038017	519
Bra038018	897
Bra038019	741
Bra038020	1467
Bra038021	984
Bra038022	10965
Bra038023	2043
Bra038024	486
Bra038025	1299
Bra038026	483
Bra038027	1095
Bra038028	186
Bra038029	753
Bra038030	1038
Bra038031	891
Bra038032	1140
Bra038033	1095
Bra038034	1008
Bra038035	183
Bra038036	930
Bra038037	276
Bra038038	621
Bra038039	456
Bra038040	2760
Bra038041	336
Bra038042	270
Bra038043	1605
Bra038044	312
Bra038045	408
Bra038046	561
Bra038047	1872
Bra038048	411
Bra038049	2214
Bra038050	498
Bra038051	837
Bra038052	726
Bra038053	720
Bra038054	315
Bra038055	840
Bra038056	648
Bra038057	660
Bra038058	678
Bra038059	375
Bra038060	735
Bra038061	174
Bra038062	1503
Bra038063	879
Bra038064	216
Bra038065	444
Bra038066	609
Bra038067	564
Bra038068	1197
Bra038069	891
Bra038070	2733
Bra038071	171
Bra038072	672
Bra038073	1311
Bra038074	2169
Bra038075	309
Bra038076	306
Bra038077	1446
Bra038078	582
Bra038079	1356
Bra038080	1431
Bra038081	804
Bra038082	765
Bra038083	2268
